"","Time","i","ii","iii"
"1",2005 Q1,0.0610064551786878,0.0609956826473844,0.0825505612597251
"2",2005 Q2,0.0607948044976011,0.0607972403119698,0.0272120744639778
"3",2005 Q3,0.0571366705100362,0.0571326642331363,0.0388118691789497
"4",2005 Q4,0.0583084873341161,0.0582874566440856,0.0197563259059697
"5",2006 Q1,0.0638430470000349,0.0638430470000349,0.0200418504010253
"6",2006 Q2,0.0584193572934313,0.0584342367847526,0.109203623034365
"7",2006 Q3,0.0632404485786856,0.0632568661705592,0.0304297278928
"8",2006 Q4,0.0640692870651203,0.0640801023135662,0.0464006227686512
"9",2007 Q1,0.0622656275216519,0.0622656275216519,0.0458706228379182
"10",2007 Q2,0.0543651242623589,0.0543651242623589,0.0382881944815333
"11",2007 Q3,0.0570397704474533,0.0570397704474533,0.0190747040151319
"12",2007 Q4,0.0568362209720556,0.0568362209720556,0.0181749493120982
"13",2008 Q1,0.0565106249446319,0.056519637225069,0.0158709760683532
"14",2008 Q2,0.0504805236224616,0.0504906420600011,0.0125523636596646
"15",2008 Q3,0.0435956831278311,0.0436089929172672,0.0276204511012181
"16",2008 Q4,0.0503722648911112,0.0502800552907682,0.0239995901182625
"17",2009 Q1,0.062475283152419,0.062214916615492,0.0179120937551307
"18",2009 Q2,0.0502609620907393,0.0498950513709892,0.016478720608934
"19",2009 Q3,0.0631275445023669,0.0628640733635031,0.0437634239090402
"20",2009 Q4,0.0994468775466153,0.0992215440582101,0.0551582630628125
"21",2010 Q1,0.0625026440345503,0.0623608958315475,0.0175828125353443
"22",2010 Q2,0.048618144780441,0.0486122790906422,0.297120375220139
"23",2010 Q3,0.0492672485242756,0.0492466791193896,0.0123914932183656
"24",2010 Q4,0.0614535431005221,0.0614656437897595,0.0116430091066916
"25",2011 Q1,0.0564309772994093,0.0564458116752778,0.0125388462955117
"26",2011 Q2,0.0587574896217275,0.058753045338848,0.0127113675462389
"27",2011 Q3,0.0596823032916812,0.0596695368024801,0.0115522719027622
"28",2011 Q4,0.0620781193318058,0.0620896802139635,0.0108712969559046
"29",2012 Q1,0.064591510638867,0.0645865550075628,0.0150108313360903
"30",2012 Q2,0.0528169317575779,0.0528355621565927,0.0197539411590319
"31",2012 Q3,0.0643975236177864,0.0643978667914619,0.0139598194811331
"32",2012 Q4,0.0728100934767371,0.0725446541426742,0.0111344235668894
"33",2013 Q1,0.0643114070139265,0.0636563111406349,0.0150508722294869
"34",2013 Q2,0.0709765161901544,0.0701865133219637,0.0164268980362209
"35",2013 Q3,0.0619884404974132,0.0611240718583962,0.0140749802291827
"36",2013 Q4,0.0625573533714977,0.0615708727668283,0.013063244182499
"37",2014 Q1,0.0633398448070296,0.0627198140685289,0.0164693169285921
"38",2014 Q2,0.0603193493847739,0.0594737467719337,0.0177642554521185
"39",2014 Q3,0.0576146491167901,0.0570534015802956,0.0107772174876882
"40",2014 Q4,0.0704595037348821,0.0690954442912941,0.0150768093749444
"41",2015 Q1,0.0633932150271424,0.0622505131284366,0.0148470220274034
"42",2015 Q2,0.0653417871043048,0.0638730079058958,0.0181525215182979
"43",2015 Q3,0.069347319373939,0.0680524089992247,0.0115200833110255
"44",2015 Q4,0.0644334926546815,0.0636142489383525,0.00961835115683154
"45",2016 Q1,0.0651136608968695,0.064125288215393,0.0180234130001221
"46",2016 Q2,0.0638855012663153,0.0625196280493598,0.0139437207911894
"47",2016 Q3,0.0629883392313958,0.0615741224098211,0.0106572343474199
"48",2016 Q4,0.0629139528906691,0.061407796219232,0.0123729145851104
"49",2017 Q1,0.0606470844088659,0.0591371349727261,0.0160479579394805
"50",2017 Q2,0.0659684049865913,0.0643692490350164,0.0179800415699165
"51",2017 Q3,0.0618490707215629,0.0596327919882695,0.0110285918006168
"52",2017 Q4,0.0681727858667083,0.0664787243340161,0.01414759925643
"53",2018 Q1,0.0635558146052952,0.0619358215201707,0.0138679811937628
"54",2018 Q2,0.0634760666036876,0.0617779634092087,0.0163008588133024
"55",2018 Q3,0.0548438390532418,0.0534088400177452,0.0119176422061276
"56",2018 Q4,0.0653459525616472,0.0634488958312382,0.0134378260218209
"57",2019 Q1,0.062355254326293,0.0610793714577824,0.0162200421510655
"58",2019 Q2,0.0666000162985102,0.0647919577455307,0.0238950038739218
"59",2019 Q3,0.0664020144461396,0.0647704112909237,0.0247664726259065
"60",2019 Q4,0.0592838826775496,0.0579789116372469,0.0107624079663672
"61",2020 Q1,0.0778216110014703,0.0757214835494968,0.0105460810348059
"62",2020 Q2,0.0727895703915702,0.0702760855802952,0.0118632436280899
"63",2020 Q3,0.0693873476728247,0.0672141940464198,0.00980212017411916
"64",2020 Q4,0.0626968656508244,0.0607534744609195,0.0328968576875851
"65",2021 Q1,0.0731044091486655,0.0711112290222127,0.0188349943723503
"66",2021 Q2,0.0695755599073408,0.0675707980283423,0.0108907203897097
"67",2021 Q3,0.0733486564053191,0.0716254848070193,0.00867169447285684
"68",2021 Q4,0.0727910085156362,0.0695837424817115,0.0347563483578547
"69",2022 Q1,0.0752536012964176,0.0724569171278602,0.0203350022140234
"70",2022 Q2,0.0663558153132901,0.0633712924272357,0.0372563219218382
"71",2022 Q3,0.0719233073546711,0.0693587094312649,0.0226410854197164
"72",2022 Q4,0.0704552968860235,0.0670330845861221,0.0373745592136755
